650,68.815612
650.5,68.919372
651,69.342041
651.5,69.213867
652,69.104003
652.5,69.47174
653,69.496154
653.5,69.496154
654,69.891357
654.5,69.873046
655,69.760131
655.5,70.097351
656,70.094299
656.5,69.961547
657,70.289611
657.5,70.355224
658,70.230102
658.5,70.53833
659,70.680236
659.5,70.573425
660,70.831298
660.5,70.979309
661,70.845031
661.5,71.128845
662,71.295166
662.5,71.125793
663,71.31195
663.5,71.586608
664,71.59729
664.5,71.626281
665,71.792602
665.5,71.86737
666,71.824645
666.5,71.528625
667,70.610046
667.5,67.243957
668,62.237548
668.5,66.204833
669,68.960571
669.5,70.591735
670,71.606445
670.5,72.036743
671,71.940612
671.5,72.099304
672,72.404479
672.5,72.203063
673,72.132873
673.5,72.413635
674,72.26715
674.5,72.180175
675,72.505187
675.5,72.305297
676,72.0932
676.5,72.599792
677,72.640991
677.5,72.242736
678,72.528076
678.5,72.720336
679,72.37854
679.5,72.560119
680,72.789001
680.5,72.459411
681,72.671508
681.5,73.121643
682,72.817993
682.5,72.703552
683,73.1781
683.5,73.114013
684,72.943115
684.5,73.321533
685,73.27423
685.5,72.984313
686,73.368835
686.5,73.474121
687,73.072814
687.5,73.323059
688,73.651123
688.5,73.503112
689,73.628234
689.5,73.82965
690,73.524475
690.5,73.443603
691,73.802185
691.5,73.745727
692,73.606872
692.5,73.893737
693,73.934936
693.5,73.797607
694,73.956298
694.5,74.092102
695,74.108886
695.5,74.264526
696,74.348449
696.5,74.243164
697,74.343872
697.5,74.546813
698,74.522399
698.5,74.554443
699,74.765014
699.5,74.827575
700,74.819946
700.5,74.971008
701,75.109863
701.5,75.091552
702,75.0885
702.5,75.202941
703,75.280761
703.5,75.369262
704,75.454711
704.5,75.494384
705,75.584411
705.5,75.724792
706,75.784301
706.5,75.769042
707,75.813293
707.5,75.859069
708,75.878906
708.5,75.958251
709,76.019287
709.5,76.013183
710,76.010131
710.5,76.055908
711,76.184082
711.5,76.243591
712,76.174926
712.5,76.200866
713,76.322937
713.5,76.38092
714,76.362609
714.5,76.371765
715,76.414489
715.5,76.464843
716,76.495361
716.5,76.522827
717,76.571655
717.5,76.53656
718,76.518249
718.5,76.524353
719,76.50299
719.5,76.391601
720,76.219177
720.5,76.210021
721,76.490783
721.5,76.693725
722,76.779174
722.5,76.826477
723,76.829528
723.5,76.855468
724,76.853942
724.5,76.856994
725,76.879882
725.5,76.899719
726,76.913452
726.5,76.95465
727,77.030944
727.5,77.064514
728,77.079772
728.5,77.087402
729,77.085876
729.5,77.107238
730,77.105712
730.5,77.105712
731,77.130126
731.5,77.13623
732,77.124023
732.5,77.149963
733,77.18048
733.5,77.191162
734,77.195739
734.5,77.217102
735,77.272033
735.5,77.330017
736,77.340698
736.5,77.354431
737,77.357482
737.5,77.374267
738,77.450561
738.5,77.456665
739,77.409362
739.5,77.41394
740,77.450561
740.5,77.479553
741,77.453613
741.5,77.412414
742,77.450561
742.5,77.531433
743,77.554321
743.5,77.516174
744,77.497863
744.5,77.534484
745,77.540588
745.5,77.525329
746,77.508544
746.5,77.51007
747,77.519226
747.5,77.496337
748,77.482604
748.5,77.482604
749,77.488708
749.5,77.497863
750,77.487182
750.5,77.481079
751,77.464294
751.5,77.452087
752,77.481079
752.5,77.481079
753,77.438354
753.5,77.43225
754,77.438354
754.5,77.427673
755,77.406311
755.5,77.400207
756,77.398681
756.5,77.384948
757,77.297973
757.5,77.236938
758,77.210998
758.5,77.130126
759,77.064514
759.5,77.017211
760,76.890563
760.5,76.757812
761,76.716613
761.5,76.737976
762,76.756286
762.5,76.794433
763,76.85852
763.5,76.916503
764,76.953125
764.5,77.000427
765,77.070617
765.5,77.075195
766,77.003479
766.5,76.907348
767,76.817321
767.5,76.792907
768,76.70288
768.5,76.45874
769,76.304626
769.5,76.304626
770,76.408386
770.5,76.641845
771,77.046203
771.5,77.276611
772,77.326965
772.5,77.301025
773,77.224731
773.5,77.178955
774,77.18048
774.5,77.186584
775,77.182006
775.5,77.163696
776,77.203369
776.5,77.275085
777,77.326965
777.5,77.330017
778,77.346801
778.5,77.41394
779,77.513122
779.5,77.607727
780,77.636718
780.5,77.621459
781,77.647399
781.5,77.688598
782,77.671813
782.5,77.673339
783,77.696228
783.5,77.668762
784,77.656555
784.5,77.68402
785,77.650451
785.5,77.598571
786,77.565002
786.5,77.580261
787,77.508544
787.5,77.476501
788,77.450561
788.5,77.403259
789,77.360534
789.5,77.331542
790,77.299499
790.5,77.250671
791,77.215576
791.5,77.177429
792,77.055358
792.5,76.943969
793,76.905822
793.5,76.905822
794,76.899719
794.5,76.820373
795,76.745605
795.5,76.657104
796,76.600646
796.5,76.605224
797,76.556396
797.5,76.429748
798,76.361083
798.5,76.338195
799,76.295471
799.5,76.1734
800,76.054382
800.5,75.94757
801,75.892639
801.5,75.808715
802,75.579833
802.5,75.300598
803,75.07019
803.5,74.879455
804,74.745178
804.5,74.678039
805,74.671936
805.5,74.691772
806,74.613952
806.5,74.407958
807,74.150085
807.5,73.908996
808,73.646545
808.5,73.345947
809,72.998046
809.5,72.601318
810,72.230529
810.5,71.876525
811,71.534729
811.5,71.159362
812,70.779418
812.5,70.507812
813,70.289611
813.5,70.07904
814,69.863891
814.5,69.74945
815,69.760131
815.5,69.75708
816,69.831848
816.5,70.072937
817,70.33081
817.5,70.584106
818,70.854187
818.5,71.205139
819,71.591186
819.5,71.89331
820,72.174072
820.5,72.528076
821,72.85614
821.5,73.092651
822,73.268127
822.5,73.364257
823,73.452758
823.5,73.695373
824,74.009704
824.5,74.281311
825,74.51477
825.5,74.659729
826,74.755859
826.5,74.798583
827,74.891662
827.5,74.978637
828,74.989318
828.5,75.019836
829,75.036621
829.5,75.032043
830,75.079345
830.5,75.129699
831,75.134277
831.5,75.115966
832,75.152587
832.5,75.196838
833,75.164794
833.5,75.144958
834,75.163269
834.5,75.132751
835,75.099182
835.5,75.094604
836,75.050354
836.5,75.048828
837,75.036621
837.5,75.006103
838,74.96643
838.5,74.911499
839,74.88861
839.5,74.859619
840,74.786376
840.5,74.734497
841,74.719238
841.5,74.713134
842,74.659729
842.5,74.56665
843,74.456787
843.5,74.378967
844,74.30725
844.5,74.188232
845,74.082946
845.5,73.992919
846,73.854064
846.5,73.735046
847,73.703002
847.5,73.701477
848,73.652648
848.5,73.553466
849,73.440551
849.5,73.339843
850,73.306274
850.5,73.327636
851,73.362731
851.5,73.336791
852,73.303222
852.5,73.301696
853,73.329162
853.5,73.365783
854,73.45581
854.5,73.532104
855,73.608398
855.5,73.68164
856,73.742675
856.5,73.806762
857,73.916625
857.5,74.070739
858,74.220275
858.5,74.337768
859,74.479675
859.5,74.621582
860,74.713134
860.5,74.812316
861,74.983215
861.5,75.163269
862,75.288391
862.5,75.408935
863,75.578308
863.5,75.730895
864,75.779724
864.5,75.863647
865,76.00708
865.5,76.110839
866,76.182556
866.5,76.263427
867,76.321411
867.5,76.390075
868,76.47705
868.5,76.58081
869,76.615905
869.5,76.620483
870,76.660156
870.5,76.72882
871,76.785278
871.5,76.834106
872,76.861572
872.5,76.901245
873,76.951599
873.5,76.933288
874,76.940917
874.5,76.997375
875,77.029418
875.5,77.021789
876,77.027893
876.5,77.044677
877,77.08435
877.5,77.114868
878,77.098083
878.5,77.069091
879,77.101135
879.5,77.133178
880,77.148437
880.5,77.163696
881,77.172851
881.5,77.149963
882,77.148437
882.5,77.153015
883,77.174377
883.5,77.221679
884,77.221679
884.5,77.203369
885,77.229309
885.5,77.241516
886,77.235412
886.5,77.230834
887,77.212524
887.5,77.209472
888,77.256774
888.5,77.285766
889,77.261352
889.5,77.272033
890,77.297973
890.5,77.305603
891,77.276611
891.5,77.273559
892,77.302551
892.5,77.297973
893,77.247619
893.5,77.253723
894,77.281188
894.5,77.293395
895,77.275085
895.5,77.276611
896,77.282714
896.5,77.316284
897,77.342224
897.5,77.352905
898,77.305603
898.5,77.262878
899,77.250671
899.5,77.29187
900,77.316284
900.5,77.29187
901,77.287292
901.5,77.282714
902,77.278137
902.5,77.294921
903,77.320861
903.5,77.313232
904,77.281188
904.5,77.2583
905,77.244567
905.5,77.264404
906,77.31781
906.5,77.29187
907,77.253723
907.5,77.220153
908,77.210998
908.5,77.250671
909,77.282714
909.5,77.272033
910,77.259826
910.5,77.264404
911,77.275085
911.5,77.270507
912,77.282714
912.5,77.259826
913,77.204895
913.5,77.182006
914,77.217102
914.5,77.243041
915,77.233886
915.5,77.227783
916,77.233886
916.5,77.276611
917,77.278137
917.5,77.227783
918,77.191162
918.5,77.218627
919,77.235412
919.5,77.23999
920,77.215576
920.5,77.217102
921,77.217102
921.5,77.233886
922,77.244567
922.5,77.256774
923,77.243041
923.5,77.256774
924,77.275085
924.5,77.26593
925,77.23236
925.5,77.23999
926,77.256774
926.5,77.261352
927,77.250671
927.5,77.241516
928,77.270507
928.5,77.276611
929,77.227783
929.5,77.207946
930,77.23236
930.5,77.201843
931,77.186584
931.5,77.186584
932,77.21405
932.5,77.223205
933,77.217102
933.5,77.194213
934,77.221679
934.5,77.259826
935,77.26593
935.5,77.212524
936,77.195739
936.5,77.217102
937,77.21405
937.5,77.183532
938,77.194213
938.5,77.195739
939,77.200317
939.5,77.18811
940,77.154541
940.5,77.140808
941,77.151489
941.5,77.148437
942,77.140808
942.5,77.160644
943,77.18048
943.5,77.169799
944,77.146911
944.5,77.122497
945,77.095031
945.5,77.098083
946,77.090454
946.5,77.111816
947,77.124023
947.5,77.119445
948,77.107238
948.5,77.099609
949,77.107238
949.5,77.131652
950,77.140808
950.5,77.127075
951,77.082824
951.5,77.105712
952,77.108764
952.5,77.064514
953,77.044677
953.5,77.05841
954,77.082824
954.5,77.053833
955,77.00653
955.5,77.001953
956,77.001953
956.5,77.001953
957,77.011108
957.5,77.000427
958,77.005004
958.5,77.021789
959,77.021789
959.5,76.98822
960,76.966857
960.5,76.968383
961,77.009582
961.5,77.015686
962,77.012634
962.5,76.972961
963,76.950073
963.5,76.956176
964,76.945495
964.5,76.922607
965,76.914978
965.5,76.924133
966,76.924133
966.5,76.890563
967,76.889038
967.5,76.919555
968,76.921081
968.5,76.914978
969,76.889038
969.5,76.846313
970,76.863098
970.5,76.916503
971,76.922607
971.5,76.893615
972,76.843261
972.5,76.834106
973,76.881408
973.5,76.892089
974,76.876831
974.5,76.846313
975,76.797485
975.5,76.802062
976,76.824951
976.5,76.811218
977,76.80664
977.5,76.820373
978,76.777648
978.5,76.733398
979,76.741027
979.5,76.75476
980,76.774597
980.5,76.802062
981,76.779174
981.5,76.739501
982,76.741027
982.5,76.744079
983,76.705932
983.5,76.696777
984,76.724243
984.5,76.734924
985,76.730346
985.5,76.701354
986,76.63269
986.5,76.623535
987,76.673889
987.5,76.690673
988,76.670837
988.5,76.670837
989,76.669311
989.5,76.614379
990,76.544189
990.5,76.535034
991,76.52893
991.5,76.548767
992,76.576232
992.5,76.565551
993,76.547241
993.5,76.524353
994,76.501464
994.5,76.521301
995,76.553344
995.5,76.559448
996,76.541137
996.5,76.504516
997,76.495361
997.5,76.472473
998,76.402282
998.5,76.374816
999,76.420593
999.5,76.435852
1000,76.400756
1000.5,76.371765
1001,76.394653
1001.5,76.417541
1002,76.382446
1002.5,76.330566
1003,76.269531
1003.5,76.205444
1004,76.226806
1004.5,76.205444
1005,76.124572
1005.5,76.081848
1006,76.052856
1006.5,76.074218
1007,76.100158
1007.5,76.083374
1008,76.098632
1008.5,76.110839
1009,76.092529
1009.5,76.094055
1010,76.034545
1010.5,75.87738
1011,75.790405
1011.5,75.813293
1012,75.833129
1012.5,75.840759
1013,75.863647
1013.5,75.888061
1014,75.859069
1014.5,75.817871
1015,75.793457
1015.5,75.769042
1016,75.720214
1016.5,75.656127
1017,75.546264
1017.5,75.421142
1018,75.294494
1018.5,75.288391
1019,75.431823
1019.5,75.526428
1020,75.541687
1020.5,75.543212
1021,75.506591
1021.5,75.421142
1022,75.302124
1022.5,75.097656
1023,74.94049
1023.5,75.050354
1024,75.248718
1024.5,75.305175
1025,75.289916
1025.5,75.263977
1026,75.222778
1026.5,75.170898
1027,75.158691
1027.5,75.177001
1028,75.143432
1028.5,75.068664
1029,75.013732
1029.5,74.874877
1030,74.711608
1030.5,74.743652
1031,74.880981
1031.5,74.913024
1032,74.92218
1032.5,74.906921
1033,74.853515
1033.5,74.783325
1034,74.72229
1034.5,74.603271
1035,74.398803
1035.5,74.38507
1036,74.63684
1036.5,74.790954
1037,74.772644
1037.5,74.742126
1038,74.781799
1038.5,74.845886
1039,74.83673
1039.5,74.850463
1040,74.88861
1040.5,74.871826
1041,74.775695
1041.5,74.537658
1042,74.247741
1042.5,74.339294
1043,74.71466
1043.5,74.92218
1044,74.977111
1044.5,75.001525
1045,75.042724
1045.5,75.074768
1046,75.073242
1046.5,75.071716
1047,75.054931
1047.5,75.042724
1048,75.012207
1048.5,74.960327
1049,74.949645
1049.5,74.951171
1050,74.853515
1050.5,74.668884
1051,74.554443
1051.5,74.58496
1052,74.597167
1052.5,74.505615
1053,74.443054
1053.5,74.334716
1054,73.968505
1054.5,73.580932
1055,73.745727
1055.5,74.142456
1056,74.362182
1056.5,74.398803
1057,74.374389
1057.5,74.412536
1058,74.461364
1058.5,74.395751
1059,74.291992
1059.5,74.255371
1060,74.21112
1060.5,74.110412
1061,74.006652
1061.5,73.950195
1062,73.939514
1062.5,73.843383
1063,73.542785
1063.5,73.144531
1064,72.944641
1064.5,73.017883
1065,73.104858
1065.5,73.104858
1066,73.156738
1066.5,73.237609
1067,73.260498
1067.5,73.251342
1068,73.190307
1068.5,73.059082
1069,72.969055
1069.5,72.911071
1070,72.828674
1070.5,72.708129
1071,72.51892
1071.5,72.290039
1072,72.122192
1072.5,72.061157
1073,72.02301
1073.5,71.951293
1074,71.807861
1074.5,71.548461
1075,71.124267
1075.5,70.559692
1076,70.190429
1076.5,70.373535
1077,70.697021
1077.5,70.661926
1078,70.477294
1078.5,70.248413
1079,69.947814
1079.5,69.67926
1080,69.519042
1080.5,69.422912
1081,69.306945
1081.5,69.07196
1082,68.800354
1082.5,68.571472
1083,68.26477
1083.5,67.919921
1084,67.56134
1084.5,67.112731
1085,66.578674
1085.5,66.217041
1086,66.072082
1086.5,65.835571
1087,65.623474
1087.5,65.611267
1088,65.4953
